Id,建築類別,常規分區,街道長度,街道寬度,街道類型,路面狀況,路面平整程度,實用性,街道配置,土地坡度,鄰居,環境2,住宅類型,住宅風格,整體建物品質,整體屋況評分,屋頂風格,屋頂材料,外牆材料,外牆材料2,石磚類型,石磚面積,外部質感,外部現況,地基類型,地下室高度,地下室狀況,地下室在平地牆面高度,地下室品質,地下室面積,第二地下室品質,第二地下室面積,未完工地下室面積,總地下室面積,加溫方式,加溫品質,中央空調,電路狀況,一樓面積,二樓面積,劣質區域面積,生活空間面積,地下室浴室,地下室化妝室,浴室,化妝室,臥室數量,廚房數量,廚房品質,總房數_不含衛浴,住家機能評分,壁爐數量,車庫類型,車庫裝潢,車庫容量,車庫面積,車庫品質,車庫現況,車庫車道,木質地板面積,露臺面積,封閉式門廊,三面外門廊,屏幕通道,泳池面積,其他價值,登載時間 / 月,登載時間 / 年,銷售類型,銷售條件,銷售價格,屋齡,翻修屋齡,車庫庫齡,鄰近鐵路,鄰近幹道,周遭環境
718,20,RL,80.0,10000,1,3,3,3,0,2,NWAmes,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,Gd,TA,No,BLQ,1084,Unf,0,92,1176,GasA,Gd,1,4,1178,0,0,1178,0,1,1,1,3,1,4,5,0,1,Attchd,0,2,439,0,0,2,224,0,0,0,0,0,0,11,2008,WD,Normal,157000,47,20,47.0,0,0,0
719,60,RL,96.0,10542,1,3,3,3,0,2,NoRidge,Norm,1Fam,2Story,7,5,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,651.0,4,3,PConc,Gd,TA,Gd,GLQ,1173,Unf,0,138,1311,GasA,Ex,1,4,1325,1093,0,2418,1,0,2,1,3,1,4,9,0,1,Attchd,0,3,983,0,0,2,250,154,216,0,0,0,0,8,2008,WD,Normal,341000,27,26,27.0,0,0,0
720,20,RL,69.0,9920,1,2,3,3,0,2,CollgCr,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,Gd,TA,Gd,ALQ,523,Unf,0,448,971,GasA,TA,1,4,971,0,0,971,0,0,1,1,3,1,3,5,0,1,Attchd,0,1,300,0,0,2,0,0,0,0,0,0,0,5,2006,WD,Normal,128500,51,51,51.0,0,0,0
721,120,RL,62.7,6563,1,2,0,3,2,1,StoneBr,Norm,1Fam,1Story,8,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,Gd,TA,Gd,GLQ,1148,Unf,0,594,1742,GasA,TA,1,4,1742,0,0,1742,1,0,2,0,2,1,4,5,0,1,Attchd,0,2,564,0,0,2,114,28,234,0,0,0,0,12,2006,WD,Normal,275000,35,35,35.0,0,0,0
722,120,RM,71.68253968253968,4426,1,3,3,3,0,2,CollgCr,Norm,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,4,3,PConc,Gd,TA,Av,GLQ,662,Unf,0,186,848,GasA,Ex,1,4,848,0,0,848,1,0,1,0,1,1,4,3,0,0,Attchd,0,2,420,0,0,2,160,0,0,0,0,0,0,5,2010,WD,Normal,143000,16,16,16.0,0,0,0
723,20,RL,70.0,8120,1,3,3,3,0,2,NAmes,Norm,1Fam,1Story,4,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,TA,TA,No,ALQ,191,Unf,0,673,864,GasA,Ex,1,4,864,0,0,864,0,0,1,0,3,1,3,5,0,0,Detchd,0,2,463,0,0,2,0,0,0,0,0,0,0,7,2009,WD,Normal,124500,50,50,26.0,0,0,0
724,50,RL,60.0,8172,1,3,3,3,0,2,Edwards,Norm,1Fam,1.5Fin,4,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,TA,TA,No,Unf,0,Unf,0,941,941,GasA,Ex,1,4,997,473,0,1470,0,0,2,0,4,1,3,7,0,0,Detchd,0,1,548,0,0,2,0,0,0,0,156,0,0,5,2008,WD,Normal,135000,66,48,62.0,0,0,0
725,20,RL,86.0,13286,1,2,3,3,0,2,Edwards,Norm,1Fam,1Story,9,5,Hip,CompShg,CemntBd,CmentBd,Stone,340.0,5,3,PConc,Ex,TA,No,GLQ,1234,Unf,0,464,1698,GasA,Ex,1,4,1698,0,0,1698,1,0,2,0,3,1,5,8,0,1,Attchd,0,3,768,0,0,2,327,64,0,0,0,0,0,2,2009,WD,Normal,320000,13,12,13.0,0,0,0
726,20,RL,60.0,6960,1,3,3,3,0,2,NAmes,Norm,1Fam,1Story,4,6,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,TA,TA,No,ALQ,375,BLQ,239,250,864,GasA,TA,1,4,864,0,0,864,0,0,1,0,3,1,4,5,0,0,Detchd,0,2,660,0,0,2,96,0,0,0,0,0,500,11,2009,WD,Normal,120500,50,50,31.0,0,0,0
727,20,RL,71.8048780487805,21695,1,2,3,3,1,2,Crawfor,Norm,1Fam,1Story,6,9,Hip,CompShg,Wd Sdng,Plywood,BrkFace,260.0,4,4,CBlock,Gd,TA,No,GLQ,808,Unf,0,72,880,GasA,Ex,1,4,1680,0,0,1680,1,0,2,0,3,1,4,5,0,1,Attchd,0,2,540,0,0,2,292,44,0,182,0,0,0,12,2009,WD,Normal,222000,32,13,32.0,0,0,0
728,20,RL,64.0,7314,1,3,3,3,0,2,CollgCr,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,82.0,4,3,PConc,Gd,TA,Av,GLQ,724,Unf,0,508,1232,GasA,Ex,1,4,1232,0,0,1232,1,0,2,0,2,1,4,6,0,0,Attchd,0,2,632,0,0,2,132,0,0,0,0,0,0,2,2009,WD,Normal,194500,13,13,13.0,0,0,0
729,90,RL,85.0,11475,1,3,3,3,1,2,NAmes,Norm,Duplex,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,3,3,CBlock,TA,TA,No,Unf,0,Unf,0,1584,1584,GasA,TA,1,4,1776,0,0,1776,1,0,2,0,4,2,3,9,0,0,Detchd,0,3,888,0,0,2,0,25,0,0,0,0,0,7,2009,COD,Abnorml,110000,62,62,52.0,0,0,0
730,30,RM,52.0,6240,1,3,3,3,0,2,IDOTRR,Norm,1Fam,1.5Fin,4,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,TA,TA,No,BLQ,152,Unf,0,628,780,GasA,TA,1,3,848,0,360,1208,0,0,1,0,2,1,3,5,0,0,Detchd,0,2,539,0,0,2,0,23,112,0,0,0,0,1,2009,WD,Normal,103000,95,70,58.0,0,0,0
731,120,RL,39.0,5389,1,2,3,3,0,2,StoneBr,Norm,TwnhsE,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,Gd,TA,No,GLQ,1180,Unf,0,415,1595,GasA,Ex,1,4,1616,0,0,1616,1,0,2,0,2,1,4,5,0,1,Attchd,0,2,608,0,0,2,237,152,0,0,0,0,0,3,2010,WD,Normal,236500,25,24,25.0,0,0,0
732,80,RL,73.0,9590,1,2,3,3,1,2,Timber,Norm,1Fam,SLvl,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,4,3,PConc,Ex,TA,Av,GLQ,786,Unf,0,82,868,GasA,Ex,1,4,1146,0,0,1146,1,0,2,0,3,1,4,6,0,1,Attchd,0,2,438,0,0,2,160,22,0,0,0,0,0,5,2007,WD,Normal,187500,17,17,17.0,0,0,0
733,60,RL,75.0,11404,1,2,3,3,0,2,CollgCr,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,202.0,4,3,PConc,Gd,TA,Av,ALQ,252,Unf,0,901,1153,GasA,Ex,1,4,1153,878,0,2031,0,0,2,1,3,1,4,8,0,1,Attchd,0,2,541,0,0,2,192,84,0,0,0,0,0,7,2008,WD,Normal,222500,22,21,22.0,0,0,0
734,20,RL,80.0,10000,1,3,3,3,1,2,Sawyer,Norm,1Fam,1Story,5,6,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,TA,TA,No,BLQ,594,Unf,0,270,864,GasA,Ex,1,4,1144,0,0,1144,1,0,1,0,3,1,3,6,0,1,Attchd,0,1,264,0,0,2,165,0,0,0,0,0,400,3,2009,WD,Normal,131400,59,37,59.0,0,0,0
735,20,RL,74.4375,8978,1,2,3,3,1,2,Sawyer,Norm,1Fam,1Story,5,5,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,PConc,TA,TA,No,Unf,0,Unf,0,948,948,GasA,TA,1,4,948,0,0,948,0,0,1,0,3,1,3,6,0,0,Attchd,0,1,300,0,0,2,147,0,0,0,0,0,0,5,2007,WD,Family,108000,52,52,52.0,0,0,0
736,75,RM,60.0,10800,1,3,3,3,0,2,OldTown,Norm,1Fam,2.5Unf,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,Gd,TA,Mn,Rec,390,Unf,0,490,880,GasW,Fa,0,4,880,888,0,1768,0,0,1,1,2,1,3,6,0,2,Detchd,0,2,320,0,0,0,0,341,0,0,0,0,0,10,2006,WD,Normal,163000,106,50,106.0,0,0,0
738,60,RL,72.0,10463,1,2,1,3,2,2,Gilbert,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Gd,TA,No,Unf,0,Unf,0,893,893,GasA,Ex,1,4,901,900,0,1801,0,0,2,1,3,1,4,8,0,1,Attchd,0,3,800,0,0,2,0,116,0,0,0,0,0,6,2006,WD,Normal,239900,15,15,15.0,0,0,0
740,60,RL,65.0,9313,1,2,3,3,0,2,CollgCr,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Gd,TA,No,Unf,0,Unf,0,864,864,GasA,Ex,1,4,864,864,0,1728,0,0,2,1,3,1,4,7,0,0,Attchd,0,2,572,0,0,2,187,56,0,0,0,0,0,4,2009,WD,Normal,190000,16,16,16.0,0,0,0
741,70,RM,60.0,9600,1,3,3,3,0,2,OldTown,Norm,1Fam,2Story,5,7,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,4,BrkTil,Fa,Fa,No,Unf,0,Unf,0,264,264,GasA,Ex,1,4,768,664,0,1432,0,0,2,0,2,1,3,7,0,0,Detchd,0,2,360,0,0,2,270,0,112,0,0,0,0,5,2007,WD,Abnorml,132000,110,18,110.0,0,0,0
742,20,RL,65.0,6768,1,2,3,3,0,2,Sawyer,Norm,1Fam,1Story,6,8,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,TA,TA,Mn,GLQ,832,Unf,0,80,912,GasA,Gd,1,4,912,0,0,912,1,1,1,0,3,1,4,5,0,0,Detchd,0,1,288,0,0,2,168,0,0,0,0,0,0,5,2008,WD,Normal,142000,59,24,58.0,0,0,0
743,20,RL,65.0,8450,1,3,3,3,0,2,SawyerW,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,3,3,PConc,Gd,TA,No,Unf,0,Unf,0,1349,1349,GasA,Ex,1,4,1349,0,0,1349,0,0,2,0,3,1,3,6,0,0,Attchd,0,2,539,0,0,2,120,55,0,0,0,0,0,12,2007,WD,Normal,179000,20,19,20.0,0,0,0
744,80,RL,70.0,12886,1,2,3,3,0,2,Sawyer,Norm,1Fam,SLvl,5,6,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,Gd,TA,Av,ALQ,444,Unf,0,76,520,GasA,Ex,1,4,1464,0,0,1464,0,1,2,0,3,1,3,6,0,1,Attchd,0,2,480,0,0,2,302,0,0,0,100,0,0,10,2009,WD,Normal,175000,57,21,23.0,0,0,0
745,120,RL,41.0,5395,1,2,1,3,0,2,StoneBr,Norm,TwnhsE,1Story,8,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,Gd,TA,No,GLQ,733,Unf,0,604,1337,GasA,Gd,1,4,1337,0,0,1337,1,0,2,0,2,1,4,5,0,1,Attchd,0,2,462,0,0,2,96,0,70,168,0,0,0,10,2008,WD,Normal,180000,27,27,27.0,0,0,0
746,60,RL,81.28888888888889,8963,1,2,3,3,0,2,NWAmes,Norm,1Fam,2Story,8,9,Hip,CompShg,VinylSd,VinylSd,BrkFace,289.0,5,4,CBlock,TA,Gd,No,GLQ,575,ALQ,80,487,1142,GasA,Ex,1,4,1175,1540,0,2715,0,1,3,1,4,1,4,11,0,2,BuiltIn,0,2,831,0,0,2,0,204,0,0,0,0,0,7,2008,WD,Normal,299800,44,24,26.0,0,0,0
747,60,RL,79.87755102040816,8795,1,2,3,3,0,2,Gilbert,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Gd,TA,No,GLQ,300,Unf,0,652,952,GasA,Ex,1,4,980,1276,0,2256,0,0,2,1,4,1,4,8,0,1,BuiltIn,0,2,554,0,0,2,224,54,0,0,0,0,0,4,2009,WD,Normal,236000,20,20,20.0,0,0,0
748,70,RM,65.0,11700,1,2,3,3,1,2,OldTown,Norm,1Fam,2Story,7,7,Mansard,CompShg,Stucco,Stucco,None,0.0,4,3,Stone,TA,Fa,No,Unf,0,Unf,0,1240,1240,GasW,TA,0,4,1320,1320,0,2640,0,0,1,1,4,1,4,8,0,1,Detchd,0,4,864,0,0,0,181,0,386,0,0,0,0,5,2009,WD,Normal,265979,140,17,70.0,0,0,0
749,20,RL,59.0,10593,1,2,3,3,0,2,NoRidge,Norm,1Fam,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,4,3,PConc,Gd,TA,No,GLQ,919,Unf,0,801,1720,GasA,Ex,1,4,1720,0,0,1720,1,0,2,0,3,1,4,7,0,1,Attchd,0,2,527,0,0,2,240,56,154,0,0,0,0,3,2010,WD,Normal,260400,24,24,24.0,0,0,0
752,60,RL,79.87755102040816,7750,1,3,3,3,0,2,Gilbert,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Gd,TA,No,Unf,0,Unf,0,660,660,GasA,Ex,1,4,660,660,0,1320,0,0,2,1,3,1,4,6,0,0,Attchd,0,2,400,0,0,2,0,48,0,0,0,0,0,8,2007,WD,Normal,162000,17,17,17.0,0,0,0
753,20,RL,79.0,9236,1,2,3,3,0,2,CollgCr,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,Gd,TA,Gd,GLQ,1200,Unf,0,279,1479,GasA,Ex,1,4,1494,0,0,1494,1,0,2,0,3,1,4,6,0,0,Attchd,0,2,576,0,0,2,168,27,0,0,0,0,0,7,2006,WD,Normal,217000,23,23,23.0,0,0,0
754,60,RL,80.0,10240,1,3,3,3,0,2,NridgHt,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,4,3,PConc,Gd,TA,Mn,Unf,0,Unf,0,1030,1030,GasA,Gd,1,4,1038,1060,0,2098,0,0,2,1,3,1,5,8,0,1,Attchd,0,3,878,0,0,2,192,52,0,0,0,0,0,3,2006,WD,Normal,275500,15,15,15.0,0,0,0
755,20,RL,61.0,7930,1,3,3,3,0,2,NAmes,Norm,1Fam,1Story,6,8,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,TA,TA,No,GLQ,439,LwQ,472,115,1026,GasA,Gd,1,4,1026,0,0,1026,1,0,1,0,3,1,4,5,0,0,Detchd,0,2,440,0,0,2,171,48,0,0,0,0,0,7,2009,WD,Normal,156000,51,15,51.0,0,0,0
756,160,FV,34.0,3230,1,3,3,3,0,2,Somerst,Norm,TwnhsE,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,3,3,PConc,Gd,TA,No,GLQ,381,Unf,0,348,729,GasA,Gd,1,4,742,729,0,1471,0,0,2,1,3,1,3,6,0,0,Detchd,0,2,440,0,0,2,0,24,0,0,0,0,0,3,2009,WD,Normal,172500,21,21,21.0,0,0,0
757,60,RL,68.0,10769,1,2,3,3,0,2,CollgCr,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Gd,TA,Av,GLQ,20,Unf,0,846,866,GasA,Ex,1,4,866,902,0,1768,0,0,2,1,3,1,4,7,0,0,Attchd,0,2,578,0,0,2,144,105,0,0,0,0,0,4,2009,WD,Normal,212000,13,13,13.0,0,0,0
758,60,RL,74.4375,11616,1,2,3,3,2,2,Sawyer,Norm,1Fam,2Story,6,5,Hip,CompShg,HdBoard,HdBoard,BrkCmn,328.0,3,3,CBlock,TA,TA,Mn,Rec,438,Unf,0,234,672,GasA,TA,1,4,672,714,0,1386,0,0,2,1,3,1,3,6,0,1,Attchd,0,2,440,0,0,2,335,0,0,0,0,0,0,4,2010,WD,Abnorml,158900,42,42,42.0,0,0,0
759,160,FV,24.0,2280,1,3,3,3,0,2,Somerst,Norm,Twnhs,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,360.0,3,3,PConc,Gd,TA,No,ALQ,549,Unf,0,195,744,GasA,Gd,1,4,757,744,0,1501,0,0,2,1,3,1,3,6,0,0,Detchd,0,2,440,0,0,2,0,0,0,0,0,0,0,8,2008,WD,Normal,179400,21,21,21.0,0,0,0
760,60,RL,65.0,12257,1,2,3,3,0,2,NoRidge,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,513.0,4,3,PConc,Gd,TA,Av,LwQ,56,ALQ,64,1198,1318,GasA,Ex,1,4,1328,1203,0,2531,0,0,2,1,4,1,4,9,0,1,Attchd,0,3,752,0,0,2,222,98,0,0,0,0,0,11,2007,WD,Normal,290000,25,25,25.0,0,0,0
761,20,RL,70.0,9100,1,3,3,3,0,2,NAmes,Norm,1Fam,1Story,6,6,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,TA,TA,No,Rec,612,Unf,0,252,864,GasA,Ex,1,4,864,0,0,864,0,0,1,0,2,1,3,5,0,0,Detchd,0,1,300,0,0,2,0,0,0,0,0,0,450,10,2009,WD,Normal,127500,61,61,12.0,0,0,0
762,30,RM,60.0,6911,1,3,3,3,3,2,BrkSide,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,TA,TA,Mn,LwQ,405,Unf,0,740,1145,GasA,TA,1,4,1301,0,0,1301,0,0,1,0,2,1,2,5,0,0,Detchd,0,2,440,0,0,2,0,0,0,0,0,0,0,10,2009,WD,Normal,100000,96,70,55.0,0,0,0
763,60,FV,72.0,8640,1,3,3,3,0,2,Somerst,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,Gd,TA,Mn,GLQ,24,Unf,0,732,756,GasA,Ex,1,4,764,783,0,1547,0,0,2,1,3,1,4,7,0,0,Attchd,0,2,614,0,0,2,169,45,0,0,0,0,0,6,2010,Con,Normal,215200,11,11,11.0,0,0,0
764,60,RL,82.0,9430,1,3,3,3,0,2,NoRidge,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,673.0,4,3,PConc,Gd,TA,Mn,GLQ,1163,Unf,0,89,1252,GasA,Ex,1,4,1268,1097,0,2365,1,0,2,1,3,1,4,8,0,1,Attchd,0,3,856,0,0,2,0,128,0,0,180,0,0,7,2009,WD,Normal,337000,21,21,21.0,0,0,0
765,120,RL,30.0,9549,1,2,3,3,2,2,Veenker,Norm,TwnhsE,1Story,8,5,Hip,CompShg,BrkFace,BrkFace,None,0.0,4,4,PConc,Gd,Gd,Av,LwQ,437,GLQ,1057,0,1494,GasA,Ex,1,4,1494,0,0,1494,1,0,1,1,2,1,5,6,0,1,Attchd,0,2,481,0,0,2,0,30,0,0,216,0,0,4,2006,WD,Normal,270000,25,24,25.0,0,0,0
766,20,RL,75.0,14587,1,2,3,3,0,2,Somerst,Norm,1Fam,1Story,9,5,Gable,CompShg,VinylSd,VinylSd,Stone,284.0,4,3,PConc,Gd,TA,No,Unf,0,Unf,0,1498,1498,GasA,Ex,1,4,1506,0,0,1506,0,0,2,0,2,1,5,6,0,1,Attchd,0,2,592,0,0,2,0,174,0,0,0,0,0,8,2008,New,Partial,264132,12,12,12.0,0,0,0
767,60,RL,80.0,10421,1,3,3,3,0,2,NWAmes,Norm,1Fam,2Story,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,3,3,CBlock,Gd,TA,No,GLQ,394,Unf,0,586,980,GasA,TA,1,4,980,734,0,1714,0,0,2,1,3,1,3,7,0,1,Attchd,0,2,496,0,0,2,228,66,156,0,0,0,500,3,2010,WD,Normal,196500,32,32,32.0,0,0,0
768,50,RL,75.0,12508,1,2,3,3,0,2,Mitchel,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,Gd,TA,Mn,ALQ,660,Unf,0,323,983,GasA,Ex,1,4,983,767,0,1750,1,0,2,0,4,1,3,7,0,0,Attchd,0,1,423,0,0,2,245,0,156,0,0,0,1300,7,2008,WD,Normal,160000,80,35,31.0,0,0,0
769,20,RL,70.0,9100,1,3,3,3,0,2,CollgCr,Norm,1Fam,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Gd,TA,No,GLQ,24,Unf,0,1836,1860,GasA,Ex,1,4,1836,0,0,1836,0,0,2,0,3,1,4,8,0,1,Attchd,0,2,484,0,0,2,120,33,0,0,0,0,0,10,2006,WD,Normal,216837,16,15,16.0,0,0,0
770,60,RL,47.0,53504,1,1,1,3,2,1,StoneBr,Norm,1Fam,2Story,8,5,Hip,CompShg,CemntBd,Wd Shng,BrkFace,603.0,5,3,PConc,Gd,TA,Gd,ALQ,1416,Unf,0,234,1650,GasA,Ex,1,4,1690,1589,0,3279,1,0,3,1,4,1,5,12,0,1,BuiltIn,0,3,841,0,0,2,503,36,0,0,210,0,0,6,2010,WD,Normal,538000,17,17,17.0,0,0,0
771,85,RL,74.4375,7252,1,2,3,3,2,2,Sawyer,Norm,1Fam,SFoyer,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,Gd,TA,Av,GLQ,685,Unf,0,173,858,GasA,TA,1,4,858,0,0,858,1,0,1,0,2,1,3,5,0,0,Detchd,0,2,576,0,0,2,120,0,0,0,0,0,0,4,2009,WD,Normal,134900,38,38,37.0,0,0,0
772,20,RL,67.0,8877,1,3,3,3,0,2,Edwards,Norm,1Fam,1Story,4,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,Fa,Fa,No,LwQ,836,Unf,0,0,836,GasA,TA,1,2,1220,0,0,1220,0,0,1,0,2,1,3,6,0,0,Detchd,0,2,396,0,0,2,0,0,0,0,0,0,0,4,2006,COD,Normal,102000,69,69,69.0,0,0,0
773,80,RL,94.0,7819,1,3,3,3,0,2,Edwards,Norm,1Fam,SLvl,6,5,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,TA,TA,Av,ALQ,422,BLQ,127,480,1029,GasA,TA,1,4,1117,0,0,1117,1,0,1,0,3,1,3,6,0,1,Detchd,0,2,672,0,0,2,144,0,0,0,0,0,0,3,2010,WD,Abnorml,107000,44,44,44.0,0,0,0
774,20,RL,70.0,10150,1,3,3,3,0,2,NAmes,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,3,3,CBlock,TA,TA,No,Rec,456,Unf,0,456,912,GasA,Ex,1,3,912,0,0,912,0,0,1,0,2,1,3,5,0,0,Attchd,0,1,275,0,0,2,0,0,0,0,0,0,0,7,2007,COD,Normal,114500,62,62,62.0,0,0,0
775,20,RL,110.0,14226,1,3,3,3,1,2,NridgHt,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,4,3,PConc,Gd,TA,Av,Unf,0,Unf,0,1935,1935,GasA,Gd,1,4,1973,0,0,1973,0,0,2,0,3,1,4,9,0,1,Attchd,0,3,895,0,0,2,315,45,0,0,0,0,0,7,2007,New,Partial,395000,14,14,14.0,0,0,0
776,120,RM,32.0,4500,1,3,3,3,3,2,Mitchel,Norm,TwnhsE,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,320.0,3,3,PConc,Ex,TA,No,GLQ,866,Unf,0,338,1204,GasA,Ex,1,4,1204,0,0,1204,1,0,2,0,2,1,3,5,0,0,Attchd,0,2,412,0,0,2,0,247,0,0,0,0,0,6,2009,WD,Normal,162000,22,22,22.0,0,0,0
777,20,RL,86.0,11210,1,2,3,3,0,2,CollgCr,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,240.0,4,3,PConc,Gd,TA,Av,GLQ,20,Unf,0,1594,1614,GasA,Ex,1,4,1614,0,0,1614,0,0,2,0,3,1,4,7,0,0,Attchd,0,3,865,0,0,2,144,59,0,0,0,0,0,7,2006,New,Partial,221500,15,14,15.0,0,0,0
778,20,RL,100.0,13350,1,2,3,3,0,2,Sawyer,Norm,1Fam,1Story,5,5,Hip,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,TA,TA,No,ALQ,762,Unf,0,102,864,GasA,TA,1,4,894,0,0,894,1,0,1,0,3,1,3,5,0,1,Attchd,0,2,440,0,0,2,241,0,0,0,0,0,0,6,2006,WD,Normal,142500,46,46,46.0,0,0,0
780,90,RL,78.0,10530,1,3,3,3,0,2,Mitchel,Norm,Duplex,SFoyer,6,5,Gable,CompShg,Plywood,ImStucc,BrkFace,90.0,3,3,CBlock,Gd,TA,Gd,GLQ,975,Unf,0,0,975,GasA,TA,1,4,1004,0,0,1004,1,0,1,0,2,1,3,4,0,0,Attchd,0,2,504,0,0,2,0,0,0,0,0,0,0,5,2006,WD,Normal,135000,43,43,43.0,0,0,0
781,20,RL,63.0,7875,1,3,3,3,0,2,Gilbert,Norm,1Fam,1Story,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,38.0,3,3,PConc,Gd,Gd,No,Unf,0,Unf,0,1237,1237,GasA,Gd,1,4,1253,0,0,1253,0,0,2,0,3,1,3,6,0,1,Attchd,0,2,402,0,0,2,220,21,0,0,0,0,0,6,2007,WD,Normal,176000,25,24,25.0,0,0,0
782,60,RL,65.0,7153,1,3,3,3,0,2,SawyerW,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,PConc,Gd,TA,No,ALQ,387,Unf,0,374,761,GasA,Ex,1,4,810,793,0,1603,0,0,2,1,3,1,4,7,0,0,Attchd,0,2,484,0,0,2,0,124,0,0,0,0,0,7,2006,WD,Normal,175900,28,28,28.0,0,0,0
783,20,RL,67.0,16285,1,1,3,3,0,2,CollgCr,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Gd,TA,No,Unf,0,Unf,0,1413,1413,GasA,Ex,1,4,1430,0,0,1430,0,0,2,0,3,1,4,6,0,0,Attchd,0,2,605,0,0,2,0,33,0,0,0,0,0,6,2009,WD,Normal,187100,19,18,19.0,0,0,0
784,85,RL,70.08333333333333,9101,1,2,3,3,1,2,Mitchel,Norm,1Fam,SFoyer,5,6,Gable,CompShg,Plywood,Plywood,BrkFace,104.0,3,4,PConc,Gd,TA,Av,GLQ,1097,Unf,0,0,1097,GasA,Ex,1,4,1110,0,0,1110,1,0,1,0,1,1,4,4,0,1,Attchd,0,2,602,0,0,2,303,30,0,0,0,0,0,7,2009,WD,Normal,165500,42,42,42.0,0,0,0
